name,loc,sql_size,cols,tables,total_rows,total_cells
spider/local_govt_mdm/0001,,26,4,2,36,87
spider/local_govt_mdm/0002,,32,4,2,33,87
spider/local_govt_mdm/0003,,29,4,2,27,78
spider/local_govt_mdm/0004,,27,4,2,29,79
spider/local_govt_mdm/0005,,27,4,2,25,73
spider/local_govt_mdm/0006,,37,5,3,38,93
spider/local_govt_mdm/0007,,34,4,2,28,76
spider/local_govt_mdm/0008,,8,3,1,22,64
spider/local_govt_mdm/0009,,9,2,1,18,36
spider/local_govt_mdm/0010,,9,2,1,4,8
spider/local_govt_mdm/0011,,6,2,1,5,9
spider/local_govt_mdm/0013,,12,4,2,42,86
spider/local_govt_mdm/0014,,12,3,1,23,65
spider/machine_repair/0001,,6,5,1,11,51
spider/machine_repair/0002,,9,5,1,20,60
spider/machine_repair/0003,,9,5,1,20,70
spider/machine_repair/0004,,12,5,1,18,58
spider/machine_repair/0005,,19,5,1,12,52
spider/machine_repair/0006,,11,5,1,11,51
spider/machine_repair/0007,,11,5,1,15,60
spider/machine_repair/0008,,13,5,1,11,51
spider/machine_repair/0009,,14,5,1,13,53
spider/machine_repair/0010,,34,12,3,37,158
spider/machine_repair/0011,,34,12,3,37,149
spider/machine_repair/0012,,37,12,3,35,147
spider/machine_repair/0013,,25,7,2,24,87
spider/machine_repair/0014,,15,7,2,24,82
spider/machine_repair/0015,,24,5,1,11,51
spider/manufactory_1/0001,,12,5,1,7,31
spider/manufactory_1/0002,,12,5,1,7,31
spider/manufactory_1/0003,,12,5,1,12,42
spider/manufactory_1/0004,,18,5,1,7,33
spider/manufactory_1/0005,,12,5,1,7,31
spider/manufactory_1/0006,,14,5,1,7,31
spider/manufactory_1/0007,,6,5,1,12,36
spider/manufactory_1/0008,,19,5,1,7,31
spider/manufactory_1/0009,,12,5,1,7,31
spider/manufactory_1/0010,,14,5,1,9,33
spider/manufactory_1/0011,,21,5,1,7,31
spider/manufactory_1/0013,,17,5,1,7,33
spider/manufactory_1/0014,,15,5,1,12,48
spider/manufactory_1/0015,,18,5,1,9,33
spider/manufactory_1/0016,,24,5,1,8,32
spider/manufactory_1/0017,,26,5,1,7,31
spider/manufactory_1/0018,,13,5,1,12,42
spider/manufactory_1/0019,,16,5,1,12,48
spider/manufactory_1/0020,,13,5,1,12,42
spider/manufactory_1/0021,,28,7,2,23,86
spider/manufactory_1/0022,,28,7,2,23,86
spider/manufactory_1/0023,,37,7,2,18,75
spider/manufactory_1/0024,,32,7,2,21,78
spider/manufactory_1/0025,,25,7,2,23,86
spider/manufactory_1/0026,,6,4,1,22,55
spider/manufactory_1/0027,,9,4,1,22,66
spider/manufactory_1/0028,,12,4,1,19,52
spider/manufactory_1/0029,,14,4,1,14,56
spider/manufactory_1/0030,,8,4,1,12,45
spider/manufactory_1/0031,,14,4,1,12,45
spider/manufactory_1/0032,,12,4,1,12,45
spider/manufactory_1/0033,,21,4,1,16,54
spider/manufactory_1/0034,,18,7,2,28,173
spider/manufactory_1/0035,,13,4,1,17,56
spider/manufactory_1/0036,,28,7,2,23,86
spider/manufactory_1/0037,,37,7,2,22,84
spider/manufactory_1/0038,,14,4,1,12,46
spider/manufactory_1/0039,,32,7,2,23,92
spider/manufactory_1/0040,,16,4,1,21,74
spider/manufacturer/0001,,8,4,1,8,29
spider/manufacturer/0002,,14,4,1,8,30
spider/manufacturer/0003,,13,4,1,8,29
spider/manufacturer/0004,,15,4,1,9,32
spider/manufacturer/0005,,14,4,1,8,30
spider/manufacturer/0006,,32,6,2,16,47
spider/manufacturer/0007,,14,5,1,8,37
spider/manufacturer/0008,,14,5,1,8,36
spider/manufacturer/0009,,12,5,1,14,49
spider/manufacturer/0010,,22,5,1,11,43
spider/manufacturer/0011,,19,5,1,8,37
spider/manufacturer/0012,,29,7,2,13,52
spider/manufacturer/0013,,25,7,2,16,58
spider/manufacturer/0014,,23,6,2,17,53
spider/manufacturer/0015,,18,6,2,14,47
spider/manufacturer/0016,,74,9,3,20,79
spider/match_season/0001,,6,4,1,7,25
spider/match_season/0002,,9,4,1,12,36
spider/match_season/0003,,12,4,1,9,27
spider/match_season/0004,,6,8,1,19,131
spider/match_season/0005,,12,13,2,28,200
spider/match_season/0006,,19,8,1,17,129
spider/match_season/0007,,15,8,1,23,142
spider/match_season/0008,,8,8,1,17,129
spider/match_season/0009,,9,7,1,20,90
spider/match_season/0010,,6,2,1,20,30
spider/match_season/0011,,27,17,3,48,270
spider/match_season/0012,,26,17,3,33,223
spider/match_season/0013,,26,12,2,24,154
spider/match_season/0014,,34,12,2,25,155
spider/match_season/0015,,28,12,2,23,153
spider/match_season/0016,,27,15,3,52,266
spider/match_season/0017,,26,10,2,27,149
spider/match_season/0018,,28,10,2,27,149
spider/match_season/0019,,30,9,2,26,102
spider/match_season/0020,,11,8,1,19,134
spider/match_season/0021,,24,12,2,26,160
spider/match_season/0022,,9,13,2,42,214
spider/match_season/0023,,13,8,1,17,129
spider/match_season/0024,,13,8,1,19,131
spider/match_season/0025,,14,8,1,19,131
spider/match_season/0026,,17,8,1,19,131
spider/match_season/0027,,15,10,2,29,151
spider/match_season/0028,,52,12,2,23,153
spider/match_season/0029,,24,8,1,17,129
spider/medicine_enzyme_interaction/0001,,6,7,1,9,57
spider/medicine_enzyme_interaction/0002,,9,7,1,16,64
spider/medicine_enzyme_interaction/0003,,9,7,1,16,72
spider/medicine_enzyme_interaction/0004,,8,7,1,9,57
spider/medicine_enzyme_interaction/0005,,18,7,1,12,68
spider/medicine_enzyme_interaction/0006,,12,7,1,15,63
spider/medicine_enzyme_interaction/0007,,15,4,1,31,104
spider/medicine_enzyme_interaction/0008,,45,12,3,49,198
spider/medicine_enzyme_interaction/0009,,32,7,2,44,149
spider/medicine_enzyme_interaction/0010,,33,7,2,53,180
spider/medicine_enzyme_interaction/0011,,38,10,2,28,115
spider/medicine_enzyme_interaction/0012,,45,12,3,49,198
spider/medicine_enzyme_interaction/0013,,16,3,1,20,59
spider/medicine_enzyme_interaction/0014,,12,4,1,22,85
spider/medicine_enzyme_interaction/0015,,15,10,2,28,114
spider/medicine_enzyme_interaction/0016,,32,7,2,42,145
spider/medicine_enzyme_interaction/0017,,34,10,2,30,122
spider/medicine_enzyme_interaction/0018,,58,7,2,42,145
spider/medicine_enzyme_interaction/0019,,50,12,3,68,237
spider/medicine_enzyme_interaction/0020,,8,4,1,22,85
spider/medicine_enzyme_interaction/0021,,12,7,1,10,58
spider/medicine_enzyme_interaction/0022,,11,4,1,42,126
spider/mountain_photos/0001,,12,5,1,12,56
spider/mountain_photos/0002,,12,5,1,22,77
spider/mountain_photos/0003,,12,5,1,20,80
spider/mountain_photos/0004,,13,6,1,24,140
spider/mountain_photos/0005,,14,6,1,24,139
spider/mountain_photos/0006,,18,6,1,44,201
spider/mountain_photos/0007,,30,9,2,41,204
spider/mountain_photos/0008,,32,9,2,36,194
spider/mountain_photos/0009,,27,8,2,22,106
spider/mountain_photos/0010,,34,8,2,27,111
spider/mountain_photos/0011,,8,5,1,12,56
spider/mountain_photos/0012,,15,8,2,22,106
spider/mountain_photos/0013,,28,9,2,34,189
spider/mountain_photos/0014,,74,12,3,45,244
spider/mountain_photos/0015,,50,12,3,63,281
spider/mountain_photos/0016,,12,5,1,13,57
spider/mountain_photos/0017,,28,8,2,26,115
spider/movie_1/0001,,12,4,1,10,34
spider/movie_1/0002,,19,4,1,9,33
spider/movie_1/0003,,12,4,1,9,33
spider/movie_1/0004,,12,4,1,9,33
spider/movie_1/0005,,6,2,1,9,17
spider/movie_1/0006,,12,2,1,9,17
spider/movie_1/0007,,12,2,1,9,17
spider/movie_1/0008,,12,4,1,15,57
spider/movie_1/0009,,13,4,1,15,58
spider/movie_1/0010,,29,7,2,26,92
spider/movie_1/0011,,30,7,2,24,92
spider/movie_1/0012,,28,5,2,30,88
spider/movie_1/0013,,15,7,2,24,90
spider/movie_1/0015,,38,7,2,23,90
spider/movie_1/0016,,18,4,1,9,33
spider/movie_1/0017,,38,7,2,23,90
spider/movie_1/0018,,24,4,1,10,34
spider/movie_1/0019,,56,7,2,24,92
spider/movie_1/0020,,54,8,3,44,160
spider/movie_1/0021,,28,5,2,24,74
spider/movie_1/0022,,37,8,3,32,106
spider/movie_1/0023,,37,8,3,31,105
spider/movie_1/0024,,46,8,3,31,107
spider/movie_1/0025,,12,6,2,32,64
spider/movie_1/0026,,43,8,3,35,109
spider/movie_1/0027,,39,4,1,12,40
spider/movie_1/0028,,31,4,1,12,40
spider/movie_1/0029,,14,4,1,12,36
spider/movie_1/0030,,20,4,1,11,35
spider/movie_1/0031,,25,7,2,27,98
spider/movie_1/0032,,36,7,2,23,90
spider/movie_1/0033,,36,7,2,23,90
spider/movie_1/0034,,29,7,2,25,94
spider/movie_1/0035,,41,7,2,26,104
spider/movie_1/0036,,36,7,2,30,120
spider/movie_1/0037,,36,7,2,27,108
spider/movie_1/0038,,31,7,2,23,90
spider/movie_1/0039,,28,7,2,32,98
spider/movie_1/0040,,26,5,2,28,78
spider/movie_1/0041,,42,5,2,26,80
spider/movie_1/0042,,32,5,2,26,76
spider/movie_1/0043,,19,4,1,20,68
spider/movie_1/0044,,18,4,1,18,60
spider/movie_1/0045,,12,4,1,24,66
spider/movie_1/0046,,45,8,3,33,107
spider/movie_1/0047,,19,4,1,14,38
spider/movie_1/0048,,52,5,2,23,73
spider/movie_1/0049,,52,7,2,23,89
spider/music_1/0001,,14,9,1,7,56
spider/music_1/0002,,11,5,1,7,31
spider/music_1/0003,,12,9,1,8,56
spider/music_1/0004,,12,5,1,8,32
spider/music_1/0005,,30,11,2,13,80
spider/music_1/0006,,30,12,2,16,92
spider/music_1/0007,,25,12,2,13,85
spider/music_1/0008,,29,11,2,15,84
spider/music_1/0009,,12,5,1,7,31
spider/music_1/0010,,12,4,1,7,25
spider/music_1/0011,,28,11,2,13,79
spider/music_1/0012,,13,5,1,7,31
spider/music_1/0013,,24,11,2,13,79
spider/music_1/0014,,24,12,2,14,86
spider/music_1/0015,,34,11,2,15,81
spider/music_1/0016,,36,12,2,13,85
spider/music_1/0017,,11,4,1,8,28
spider/music_1/0018,,13,9,1,8,58
spider/music_1/0019,,29,11,2,13,80
spider/music_1/0020,,11,5,1,8,34
spider/music_1/0021,,24,9,1,8,56
spider/music_1/0022,,24,9,1,7,55
spider/music_1/0023,,30,11,2,13,80
spider/music_1/0024,,30,11,2,14,82
spider/music_1/0025,,12,3,1,12,30
spider/music_1/0026,,9,9,1,12,60
spider/music_1/0027,,24,12,2,16,88
spider/music_1/0028,,38,12,2,16,88
spider/music_1/0029,,13,9,1,7,55
spider/music_1/0030,,19,9,1,7,55
spider/music_1/0031,,19,4,1,7,25
spider/music_1/0032,,19,9,1,9,57
spider/music_1/0033,,38,12,2,14,86
spider/music_1/0034,,38,11,2,13,79
spider/music_1/0035,,19,9,1,7,56
spider/music_1/0036,,34,12,2,13,86
spider/music_1/0037,,38,12,2,14,90
spider/music_1/0038,,38,12,2,18,102
spider/music_1/0039,,38,11,2,14,82
spider/music_1/0040,,39,11,2,14,82
spider/music_1/0041,,30,11,2,15,84
spider/music_1/0042,,27,11,2,13,79
spider/music_1/0043,,24,9,1,7,55
spider/music_1/0045,,24,9,1,10,58
spider/music_1/0046,,34,11,2,15,81
spider/music_1/0047,,21,9,1,8,60
spider/music_1/0048,,38,12,2,13,87
spider/music_1/0049,,24,9,1,8,56
spider/music_1/0050,,24,11,2,14,80
spider/music_4/0001,,6,5,1,8,36
spider/music_4/0002,,6,5,1,14,42
spider/music_4/0003,,8,5,1,8,36
spider/music_4/0004,,12,5,1,8,36
spider/music_4/0005,,6,5,1,12,40
spider/music_4/0006,,9,6,1,18,72
spider/music_4/0007,,12,6,1,12,57
spider/music_4/0008,,13,6,1,11,62
spider/music_4/0009,,12,6,1,14,64
spider/music_4/0010,,9,6,1,20,70
spider/music_4/0011,,8,6,1,11,61
spider/music_4/0012,,26,12,2,21,116
spider/music_4/0013,,26,12,2,25,120
spider/music_4/0014,,26,10,2,21,99
spider/music_4/0015,,26,10,2,25,103
spider/music_4/0016,,28,10,2,18,96
spider/music_4/0017,,26,10,2,19,97
spider/music_4/0018,,12,5,1,14,49
spider/music_4/0019,,11,5,1,8,36
spider/music_4/0020,,11,6,1,12,60
spider/music_4/0021,,13,6,1,10,55
spider/music_4/0022,,14,6,1,11,56
spider/music_4/0023,,11,6,1,11,61
spider/music_4/0024,,15,10,2,19,97
spider/music_4/0025,,52,10,2,18,96
spider/music_4/0026,,19,6,1,11,56
spider/music_4/0027,,11,6,1,11,61
spider/music_4/0028,,14,6,1,11,58
spider/music_4/0029,,25,10,2,18,96
spider/musical/0001,,6,6,1,10,55
spider/musical/0002,,9,6,1,18,63
spider/musical/0003,,9,6,1,18,72
spider/musical/0004,,12,6,1,15,60
spider/musical/0005,,9,6,1,18,63
spider/musical/0006,,11,6,1,10,55
spider/musical/0007,,12,7,1,12,54
spider/musical/0008,,12,7,1,9,51
spider/musical/0009,,23,11,2,25,121
spider/musical/0010,,26,11,2,18,105
spider/musical/0011,,23,11,2,25,112
spider/musical/0012,,25,11,2,20,111
spider/musical/0013,,28,11,2,17,104
spider/musical/0014,,11,7,1,9,53
spider/musical/0015,,13,7,1,8,50
spider/musical/0016,,13,7,1,8,50
spider/musical/0017,,14,7,1,8,50
spider/musical/0018,,15,11,2,19,106
spider/musical/0019,,24,7,1,9,51
spider/musical/0020,,19,7,1,11,53
spider/network_2/0001,,28,7,2,9,33
spider/network_2/0002,,12,5,1,5,21
spider/network_2/0003,,8,5,1,5,21
spider/network_2/0004,,8,5,1,5,21
spider/network_2/0005,,8,5,1,5,21
spider/network_2/0006,,18,5,1,5,21
spider/network_2/0007,,31,5,1,5,21
spider/network_2/0008,,31,5,1,5,21
spider/network_2/0009,,19,5,1,5,21
spider/network_2/0010,,12,5,1,6,22
spider/network_2/0011,,19,5,1,5,21
spider/network_2/0012,,13,5,1,6,24
spider/network_2/0013,,13,5,1,7,26
spider/network_2/0014,,19,5,1,6,24
spider/network_2/0015,,13,5,1,7,26
spider/network_2/0016,,17,5,1,6,24
spider/network_2/0017,,27,5,1,5,21
spider/network_2/0018,,24,5,1,5,21
spider/network_2/0019,,12,5,1,8,28
spider/network_2/0020,,9,5,1,8,24
spider/network_2/0021,,15,5,1,6,22
spider/network_2/0022,,60,7,2,9,34
spider/network_2/0023,,38,7,2,9,34
spider/network_2/0025,,68,7,2,9,33
spider/network_2/0026,,32,7,2,11,35
spider/network_2/0027,,14,3,1,6,14
spider/network_2/0028,,26,7,2,9,33
spider/network_2/0029,,26,7,2,9,33
spider/network_2/0033,,26,7,2,9,33
spider/network_2/0034,,32,7,2,9,33
spider/network_2/0035,,40,7,2,10,38
spider/network_2/0036,,31,3,1,5,13
spider/network_2/0037,,46,7,2,9,33
spider/network_2/0038,,31,3,1,5,13
spider/network_2/0039,,54,7,2,9,35
spider/network_2/0040,,12,7,2,9,33
spider/network_2/0041,,36,7,2,9,34
spider/network_2/0042,,23,7,2,9,33
spider/network_2/0043,,56,7,2,9,33
spider/news_report/0001,,6,5,1,12,56
spider/news_report/0002,,9,5,1,22,66
spider/news_report/0003,,9,5,1,22,77
spider/news_report/0004,,19,5,1,21,65
spider/news_report/0005,,8,5,1,12,56
spider/news_report/0006,,11,5,1,12,56
spider/news_report/0007,,11,5,1,14,61
spider/news_report/0008,,13,5,1,12,56
spider/news_report/0009,,24,5,1,12,56
spider/news_report/0010,,15,5,1,10,40
spider/news_report/0011,,34,10,3,30,115
spider/news_report/0012,,38,10,3,30,115
spider/news_report/0013,,36,10,3,29,113
spider/news_report/0014,,39,10,3,24,102
spider/news_report/0015,,15,7,2,23,81
spider/news_report/0016,,13,5,1,6,27
spider/news_report/0017,,33,7,2,21,85
spider/news_report/0018,,14,5,1,7,29
spider/party_host/0001,,6,6,1,9,49
spider/party_host/0002,,9,6,1,16,56
spider/party_host/0003,,9,6,1,16,64
spider/party_host/0004,,22,6,1,10,52
spider/party_host/0005,,8,6,1,9,49
spider/party_host/0006,,11,6,1,9,49
spider/party_host/0007,,11,4,1,13,46
spider/party_host/0008,,13,4,1,11,41
spider/party_host/0009,,24,4,1,11,41
spider/party_host/0010,,34,11,3,30,118
spider/party_host/0011,,38,11,3,30,118
spider/party_host/0012,,37,11,3,25,107
spider/party_host/0013,,37,11,3,25,107
spider/party_host/0014,,14,4,1,11,42
spider/party_host/0015,,15,6,2,20,62
spider/party_people/0001,,6,6,1,6,31
spider/party_people/0002,,9,6,1,8,33
spider/party_people/0003,,8,6,1,6,31
spider/party_people/0004,,15,6,1,10,45
spider/party_people/0005,,19,6,1,7,32
spider/party_people/0006,,12,6,1,9,34
spider/party_people/0007,,12,6,1,10,40
spider/party_people/0008,,11,6,1,6,31
spider/party_people/0009,,23,9,2,35,120
spider/party_people/0010,,25,9,2,23,96
spider/party_people/0011,,27,9,2,21,91
spider/party_people/0012,,23,11,2,15,70
spider/party_people/0013,,15,9,2,22,92
spider/party_people/0015,,26,9,2,31,101
spider/party_people/0016,,6,4,1,9,33
spider/party_people/0017,,25,9,2,16,68
spider/party_people/0018,,25,7,2,31,100
spider/party_people/0019,,28,9,2,16,65
spider/party_people/0020,,27,7,2,24,93
spider/party_people/0021,,14,4,1,9,33
spider/party_people/0022,,44,14,3,19,93
spider/performance_attendance/0001,,6,5,1,7,31
spider/performance_attendance/0002,,9,5,1,12,36
spider/performance_attendance/0003,,9,5,1,12,42
spider/performance_attendance/0004,,19,5,1,8,32
spider/performance_attendance/0005,,8,5,1,7,31
spider/performance_attendance/0006,,11,5,1,7,31
spider/performance_attendance/0007,,11,5,1,11,40
spider/performance_attendance/0008,,13,5,1,7,31
spider/performance_attendance/0009,,14,5,1,7,31
spider/performance_attendance/0011,,34,10,3,33,114
spider/performance_attendance/0012,,38,10,3,33,114
spider/performance_attendance/0013,,37,10,3,29,102
spider/performance_attendance/0014,,38,10,3,33,114
spider/performance_attendance/0015,,15,6,2,23,72
spider/perpetrator/0001,,6,8,1,6,41
spider/perpetrator/0002,,9,8,1,10,45
spider/perpetrator/0003,,9,8,1,10,45
spider/perpetrator/0004,,8,8,1,6,41
spider/perpetrator/0005,,11,8,1,6,41
spider/perpetrator/0006,,9,5,1,22,66
spider/perpetrator/0007,,19,12,2,21,100
spider/perpetrator/0008,,26,12,2,19,98
spider/perpetrator/0009,,25,12,2,17,96
spider/perpetrator/0010,,28,12,2,17,96
spider/perpetrator/0011,,34,12,2,19,98
spider/perpetrator/0012,,23,12,2,21,100
spider/perpetrator/0013,,11,8,1,9,48
spider/perpetrator/0014,,16,8,1,6,42
spider/perpetrator/0015,,17,8,1,6,42
spider/perpetrator/0016,,23,12,2,21,100
spider/perpetrator/0017,,15,12,2,22,101
spider/perpetrator/0018,,24,8,1,6,41
spider/perpetrator/0019,,8,8,1,6,41
spider/perpetrator/0020,,25,12,2,17,96
spider/perpetrator/0021,,8,8,1,6,41
spider/phone_1/0001,,14,7,1,25,109
spider/phone_1/0002,,14,7,1,15,100
spider/phone_1/0003,,15,21,3,30,205
spider/phone_1/0004,,12,7,1,9,57
spider/phone_1/0005,,34,14,2,23,156
spider/phone_1/0006,,28,14,2,23,155
spider/phone_1/0007,,38,14,2,29,168
spider/phone_1/0008,,15,7,1,12,64
spider/phone_1/0009,,34,14,2,16,108
spider/phone_1/0010,,30,14,2,20,115
spider/phone_1/0011,,16,7,1,9,58
spider/phone_1/0012,,14,7,1,10,58
spider/phone_1/0013,,18,7,1,8,52
spider/phone_1/0014,,32,14,2,23,155
spider/phone_1/0015,,41,21,3,30,205
spider/phone_1/0016,,45,21,3,33,207
spider/phone_1/0017,,34,14,2,20,110
spider/phone_1/0018,,34,14,2,17,107
spider/phone_1/0019,,32,14,2,17,109
spider/phone_1/0020,,11,7,1,10,60
spider/phone_1/0021,,14,7,1,9,57
spider/phone_1/0022,,6,7,1,28,196
spider/phone_1/0023,,12,7,1,15,99
spider/phone_1/0024,,9,7,1,28,112
spider/phone_1/0025,,17,14,2,23,155
spider/phone_1/0026,,18,14,2,33,165
spider/phone_1/0027,,52,14,2,18,108
spider/phone_market/0001,,6,5,1,6,26
spider/phone_market/0002,,9,5,1,10,30
spider/phone_market/0003,,9,5,1,10,35
spider/phone_market/0004,,12,5,1,7,27
spider/phone_market/0005,,19,5,1,10,30
spider/phone_market/0006,,11,5,1,6,26
spider/phone_market/0007,,11,5,1,7,29
spider/phone_market/0008,,13,5,1,6,26
spider/phone_market/0009,,24,5,1,6,26
spider/phone_market/0010,,34,11,3,23,85
spider/phone_market/0011,,38,11,3,23,85
spider/phone_market/0012,,37,11,3,19,75
spider/phone_market/0013,,28,7,2,15,51
spider/phone_market/0014,,37,7,2,14,46
spider/phone_market/0015,,15,7,2,12,44
spider/pilot_record/0001,,6,8,1,6,41
spider/pilot_record/0002,,9,8,1,10,45
spider/pilot_record/0003,,9,8,1,10,50
spider/pilot_record/0004,,12,8,1,7,42
spider/pilot_record/0005,,19,8,1,7,42
spider/pilot_record/0006,,11,8,1,6,41
spider/pilot_record/0007,,11,8,1,8,46
spider/pilot_record/0008,,13,8,1,6,41
spider/pilot_record/0009,,24,8,1,6,41
spider/pilot_record/0010,,34,17,3,24,125
spider/pilot_record/0011,,38,17,3,24,125
spider/pilot_record/0012,,37,17,3,22,117
spider/pilot_record/0013,,25,11,2,15,72
spider/pilot_record/0014,,31,11,2,12,66
spider/pilot_record/0015,,15,11,2,12,65
spider/product_catalog/0001,,6,14,1,30,225
spider/product_catalog/0002,,14,3,1,5,13
spider/product_catalog/0003,,12,3,1,5,13
spider/product_catalog/0004,,17,3,1,5,13
spider/product_catalog/0005,,12,5,1,9,41
spider/product_catalog/0006,,13,5,1,9,41
spider/product_catalog/0007,,29,7,2,13,53
spider/product_catalog/0008,,37,16,2,38,278
spider/product_catalog/0009,,11,14,1,16,211
spider/product_catalog/0010,,25,16,2,19,220
spider/product_catalog/0011,,13,14,1,16,212
spider/product_catalog/0012,,11,14,1,16,211
spider/product_catalog/0013,,11,14,1,16,211
spider/product_catalog/0014,,12,14,1,17,212
spider/product_catalog/0015,,26,16,2,35,275
spider/product_catalog/0016,,19,14,1,21,216
spider/product_catalog/0017,,30,6,2,27,88
spider/product_catalog/0018,,15,14,1,20,220
spider/product_catalog/0019,,14,5,1,12,44
spider/product_catalog/0020,,6,14,1,16,211
spider/product_catalog/0021,,12,14,1,18,213
spider/products_for_hire/0001,,26,10,2,31,166
spider/products_for_hire/0002,,29,18,2,37,306
spider/products_for_hire/0003,,20,8,1,16,122
spider/products_for_hire/0004,,31,17,2,31,287
spider/products_for_hire/0005,,14,6,1,13,73
spider/products_for_hire/0006,,26,10,2,18,98
spider/products_for_hire/0007,,41,20,3,34,266
spider/products_for_hire/0008,,26,8,2,12,44
spider/products_for_hire/0009,,8,5,1,6,26
spider/products_for_hire/0010,,21,8,1,26,153
spider/products_for_hire/0011,,8,8,1,16,121
spider/products_for_hire/0012,,18,6,1,13,75
spider/products_for_hire/0013,,6,8,1,19,124
spider/products_for_hire/0014,,12,5,1,8,28
spider/products_for_hire/0015,,21,10,2,18,98
spider/products_for_hire/0016,,52,10,2,32,167
spider/products_for_hire/0017,,19,8,1,29,134
spider/products_for_hire/0018,,22,5,1,6,27
spider/products_gen_characteristics/0001,,6,8,1,16,121
spider/products_gen_characteristics/0002,,6,2,1,9,17
spider/products_gen_characteristics/0003,,6,5,1,16,76
spider/products_gen_characteristics/0004,,9,8,1,30,150
spider/products_gen_characteristics/0005,,6,2,1,16,24
spider/products_gen_characteristics/0006,,6,5,1,21,81
spider/products_gen_characteristics/0007,,12,8,1,19,124
spider/products_gen_characteristics/0008,,33,9,2,29,154
spider/products_gen_characteristics/0009,,12,8,1,16,121
spider/products_gen_characteristics/0010,,19,8,1,16,121
spider/products_gen_characteristics/0011,,15,8,1,16,122
spider/products_gen_characteristics/0012,,12,8,1,16,121
spider/products_gen_characteristics/0013,,26,9,2,24,137
spider/products_gen_characteristics/0014,,26,10,2,24,135
spider/products_gen_characteristics/0015,,26,9,2,24,137
spider/products_gen_characteristics/0016,,30,9,2,24,138
spider/products_gen_characteristics/0017,,43,11,3,42,189
spider/products_gen_characteristics/0018,,26,9,2,26,139
spider/products_gen_characteristics/0019,,34,9,2,24,139
spider/products_gen_characteristics/0020,,25,10,2,31,166
spider/products_gen_characteristics/0021,,39,14,3,46,241
spider/products_gen_characteristics/0022,,37,14,3,47,242
spider/products_gen_characteristics/0023,,41,14,3,46,242
spider/products_gen_characteristics/0024,,45,14,3,47,242
spider/products_gen_characteristics/0025,,36,14,3,46,241
spider/products_gen_characteristics/0026,,36,14,3,46,241
spider/products_gen_characteristics/0027,,55,15,4,55,258
spider/products_gen_characteristics/0028,,36,14,3,46,241
spider/products_gen_characteristics/0029,,37,14,3,46,241
spider/products_gen_characteristics/0030,,55,15,4,54,257
spider/products_gen_characteristics/0031,,55,15,4,54,257
spider/products_gen_characteristics/0032,,12,3,1,4,10
spider/products_gen_characteristics/0033,,12,3,1,4,10
spider/products_gen_characteristics/0034,,15,3,1,4,11
spider/products_gen_characteristics/0035,,26,10,2,19,130
spider/products_gen_characteristics/0036,,30,10,2,19,131
spider/products_gen_characteristics/0037,,45,11,3,29,148
spider/products_gen_characteristics/0038,,27,9,2,24,137
spider/products_gen_characteristics/0039,,27,9,2,24,137
spider/products_gen_characteristics/0040,,38,14,3,46,241
spider/products_gen_characteristics/0041,,39,7,2,36,138
spider/products_gen_characteristics/0042,,39,14,3,48,243
spider/products_gen_characteristics/0043,,15,9,2,24,137
spider/program_share/0001,,12,5,1,13,53
spider/program_share/0002,,9,5,1,20,60
spider/program_share/0003,,11,5,1,11,51
spider/program_share/0004,,6,5,1,6,26
spider/program_share/0005,,9,5,1,10,30
spider/program_share/0006,,12,5,1,10,40
spider/program_share/0007,,11,5,1,6,26
spider/program_share/0008,,14,5,1,11,51
spider/program_share/0009,,26,7,2,25,87
spider/program_share/0010,,52,7,2,22,84
spider/program_share/0011,,11,3,1,14,39
spider/program_share/0012,,14,3,1,12,34
spider/program_share/0013,,32,7,2,17,59
spider/program_share/0014,,52,7,2,19,61
spider/program_share/0015,,9,5,1,10,30
spider/program_share/0016,,8,5,1,11,51
spider/program_share/0017,,12,5,1,9,29
spider/program_share/0018,,19,5,1,18,58
spider/program_share/0019,,13,5,1,14,58
spider/program_share/0020,,27,7,2,17,59
spider/protein_institute/0001,,6,6,1,9,49
spider/protein_institute/0002,,15,6,1,16,72
spider/protein_institute/0003,,11,6,1,9,49
spider/protein_institute/0004,,18,6,1,9,51
spider/protein_institute/0005,,31,6,1,9,49
spider/protein_institute/0006,,19,6,1,13,53
spider/protein_institute/0007,,22,9,1,13,103
spider/protein_institute/0008,,16,9,1,14,108
spider/protein_institute/0009,,13,9,1,12,100
spider/protein_institute/0010,,19,9,1,13,101
spider/protein_institute/0011,,15,14,2,20,148
spider/protein_institute/0012,,32,14,2,26,154
spider/protein_institute/0013,,25,14,2,26,161
spider/protein_institute/0014,,39,14,2,22,153
spider/protein_institute/0015,,6,9,1,14,102
spider/protein_institute/0016,,25,15,2,20,142
spider/protein_institute/0017,,33,15,2,17,135
spider/protein_institute/0018,,23,15,2,21,144
spider/protein_institute/0019,,36,20,3,25,183
spider/protein_institute/0020,,15,15,2,17,135
spider/race_track/0001,,6,5,1,10,46
spider/race_track/0002,,9,5,1,18,63
spider/race_track/0003,,18,5,1,11,49
spider/race_track/0004,,17,5,1,10,48
spider/race_track/0005,,18,5,1,10,48
spider/race_track/0006,,24,5,1,12,54
spider/race_track/0007,,6,5,1,18,54
spider/race_track/0008,,6,5,1,8,36
spider/race_track/0009,,6,5,1,9,37
spider/race_track/0010,,12,5,1,14,56
